State,Day,Predicted_Population,Model_R²,Model_MAE
Dadra and Nagar Haveli and Daman and Diu,1,1.9943898121463999,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,2,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,3,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,4,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,5,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,6,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,7,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,8,1.9943898121463999,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,9,1.9943898121463999,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,10,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,11,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,12,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,13,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,14,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,15,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,16,1.9943898121463999,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,17,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,18,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,19,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,20,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,21,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,22,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,23,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,24,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,25,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,26,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,27,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,28,1.9943898121464003,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,29,1.9943898121463999,-0.061635228692670685,0.11087334574833652
Dadra and Nagar Haveli and Daman and Diu,30,1.9943898121464003,-0.061635228692670685,0.11087334574833652
