State,Day,Predicted_Population,Model_R²,Model_MAE
Punjab,1,5.116896836107363,-0.34496412691777656,0.7701999785116589
Punjab,2,3.0593333333333335,-0.34496412691777656,0.7701999785116589
Punjab,3,2.6331050665880387,-0.34496412691777656,0.7701999785116589
Punjab,4,2.0662761283550757,-0.34496412691777656,0.7701999785116589
Punjab,5,2.0257543859649125,-0.34496412691777656,0.7701999785116589
Punjab,6,1.9842327878519828,-0.34496412691777656,0.7701999785116589
Punjab,7,2.237116696252377,-0.34496412691777656,0.7701999785116589
Punjab,8,1.9625546095764457,-0.34496412691777656,0.7701999785116589
Punjab,9,1.9593674060357562,-0.34496412691777656,0.7701999785116589
Punjab,10,1.966237782899934,-0.34496412691777656,0.7701999785116589
Punjab,11,1.9940877192982456,-0.34496412691777656,0.7701999785116589
Punjab,12,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,13,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,14,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,15,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,16,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,17,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,18,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,19,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,20,1.8852184862325114,-0.34496412691777656,0.7701999785116589
Punjab,21,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,22,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,23,1.8852184862325114,-0.34496412691777656,0.7701999785116589
Punjab,24,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,25,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,26,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,27,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,28,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,29,1.8852184862325116,-0.34496412691777656,0.7701999785116589
Punjab,30,1.8852184862325116,-0.34496412691777656,0.7701999785116589
