State,Day,Predicted_Population,Model_R²,Model_MAE
Arunachal Pradesh,1,1.9823725024975025,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,2,1.995897435897436,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,3,1.987125097125097,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,4,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,5,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,6,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,7,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,8,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,9,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,10,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,11,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,12,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,13,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,14,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,15,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,16,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,17,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,18,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,19,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,20,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,21,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,22,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,23,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,24,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,25,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,26,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,27,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,28,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,29,1.8744518552053382,-0.35563513511513567,0.2474752769273708
Arunachal Pradesh,30,1.8744518552053382,-0.35563513511513567,0.2474752769273708
