State,Day,Predicted_Population,Model_R²,Model_MAE
Manipur,1,2.165296453546454,0.0,0.16529645354645384
Manipur,2,2.165296453546454,0.0,0.16529645354645384
Manipur,3,2.165296453546454,0.0,0.16529645354645384
Manipur,4,2.165296453546454,0.0,0.16529645354645384
Manipur,5,2.165296453546454,0.0,0.16529645354645384
Manipur,6,2.165296453546454,0.0,0.16529645354645384
Manipur,7,2.165296453546454,0.0,0.16529645354645384
Manipur,8,2.165296453546454,0.0,0.16529645354645384
Manipur,9,2.165296453546454,0.0,0.16529645354645384
Manipur,10,2.165296453546454,0.0,0.16529645354645384
Manipur,11,2.165296453546454,0.0,0.16529645354645384
Manipur,12,2.1652964535464534,0.0,0.16529645354645384
Manipur,13,2.165296453546454,0.0,0.16529645354645384
Manipur,14,2.165296453546454,0.0,0.16529645354645384
Manipur,15,2.1652964535464534,0.0,0.16529645354645384
Manipur,16,2.165296453546454,0.0,0.16529645354645384
Manipur,17,2.165296453546454,0.0,0.16529645354645384
Manipur,18,2.165296453546454,0.0,0.16529645354645384
Manipur,19,2.165296453546454,0.0,0.16529645354645384
Manipur,20,2.165296453546454,0.0,0.16529645354645384
Manipur,21,2.165296453546454,0.0,0.16529645354645384
Manipur,22,2.165296453546454,0.0,0.16529645354645384
Manipur,23,2.165296453546454,0.0,0.16529645354645384
Manipur,24,2.165296453546454,0.0,0.16529645354645384
Manipur,25,2.165296453546454,0.0,0.16529645354645384
Manipur,26,2.165296453546454,0.0,0.16529645354645384
Manipur,27,2.165296453546454,0.0,0.16529645354645384
Manipur,28,2.165296453546454,0.0,0.16529645354645384
Manipur,29,2.165296453546454,0.0,0.16529645354645384
Manipur,30,2.165296453546454,0.0,0.16529645354645384
